TOTAL_ELAPSED_TIME,TPCDS_Query_ID,QUERY_TEXT,QUERY_ID,DATABASE_NAME,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,ROWS_PRODUCED,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,CREDITS_USED_CLOUD_SERVICES,LIST_EXTERNAL_FILE_TIME,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,IS_CLIENT_GENERATED_STATEMENT,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION
17498,query76,"select /* { ""query"":""query76"",""streamId"":0,""querySequence"":99 } */ channel, col_name, d_year, d_qoy, i_category, COUNT(*) sales_cnt, SUM(ext_sales_price) sales_amt FROM (
  SELECT 'store' as channel, 'ss_addr_sk' col_name, d_year, d_qoy, i_category, ss_ext_sales_price ext_sales_price
  FROM store_sales, item, date_dim
  WHERE ss_addr_sk IS NULL
  AND ss_sold_date_sk=d_date_sk
  AND ss_item_sk=i_item_sk
  UNION ALL
  SELECT 'web' as channel, 'ws_promo_sk' col_name, d_year, d_qoy, i_category, ws_ext_sales_price ext_sales_price
  FROM web_sales, item, date_dim
  WHERE ws_promo_sk IS NULL
  AND ws_sold_date_sk=d_date_sk
  AND ws_item_sk=i_item_sk
  UNION ALL
  SELECT 'catalog' as channel, 'cs_bill_customer_sk' col_name, d_year, d_qoy, i_category, cs_ext_sales_price ext_sales_price
  FROM catalog_sales, item, date_dim
  WHERE cs_bill_customer_sk IS NULL
  AND cs_sold_date_sk=d_date_sk
  AND cs_item_sk=i_item_sk) foo
 GROUP BY channel, col_name, d_year, d_qoy, i_category
 ORDER BY channel, col_name, d_year, d_qoy, i_category
 limit 100;",01b25041-0002-158c-0000-0051ba87b085,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:09:13.865-08:00,2024-02-12T18:09:31.363-08:00,17498,2593881509886,100,621,16877,0,0,0,0,,,0,,,0,0.000097,0,8.5.2,0,0,0,0,0,FALSE,2f9bc578a592c09c4df45d4f483719d9,2,2f9bc578a592c09c4df45d4f483719d9,1
11309,query05,"with /* { ""query"":""query05"",""streamId"":0,""querySequence"":98 } */ ssr as
  (select s_store_id,
  sum(sales_price) as sales,
  sum(profit) as profit,
  sum(return_amt) as returns,
  sum(net_loss) as profit_loss
  from
  ( select ss_store_sk as store_sk,
  ss_sold_date_sk as date_sk,
  ss_ext_sales_price as sales_price,
  ss_net_profit as profit,
  cast(0 as decimal(7,2)) as return_amt,
  cast(0 as decimal(7,2)) as net_loss
  from store_sales
  union all
  select sr_store_sk as store_sk,
  sr_returned_date_sk as date_sk,
  cast(0 as decimal(7,2)) as sales_price,
  cast(0 as decimal(7,2)) as profit,
  sr_return_amt as return_amt,
  sr_net_loss as net_loss
  from store_returns
  ) salesreturns,
  date_dim,
  store
  where date_sk = d_date_sk
  and d_date between cast('2002-08-27' as date)
  and (cast('2002-08-27' as date) + interval '14 days')
  and store_sk = s_store_sk
  group by s_store_id)
  ,
  csr as
  (select cp_catalog_page_id,
  sum(sales_price) as sales,
  sum(profit) as profit,
  sum(return_amt) as returns,
  sum(net_loss) as profit_loss
  from
  ( select cs_catalog_page_sk as page_sk,
  cs_sold_date_sk as date_sk,
  cs_ext_sales_price as sales_price,
  cs_net_profit as profit,
  cast(0 as decimal(7,2)) as return_amt,
  cast(0 as decimal(7,2)) as net_loss
  from catalog_sales
  union all
  select cr_catalog_page_sk as page_sk,
  cr_returned_date_sk as date_sk,
  cast(0 as decimal(7,2)) as sales_price,
  cast(0 as decimal(7,2)) as profit,
  cr_return_amount as return_amt,
  cr_net_loss as net_loss
  from catalog_returns
  ) salesreturns,
  date_dim,
  catalog_page
  where date_sk = d_date_sk
  and d_date between cast('2002-08-27' as date)
  and (cast('2002-08-27' as date) + interval '14 days')
  and page_sk = cp_catalog_page_sk
  group by cp_catalog_page_id)
  ,
  wsr as
  (select web_site_id,
  sum(sales_price) as sales,
  sum(profit) as profit,
  sum(return_amt) as returns,
  sum(net_loss) as profit_loss
  from
  ( select ws_web_site_sk as wsr_web_site_sk,
  ws_sold_date_sk as date_sk,
  ws_ext_sales_price as sales_price,
  ws_net_profit as profit,
  cast(0 as decimal(7,2)) as return_amt,
  cast(0 as decimal(7,2)) as net_loss
  from web_sales
  union all
  select ws_web_site_sk as wsr_web_site_sk,
  wr_returned_date_sk as date_sk,
  cast(0 as decimal(7,2)) as sales_price,
  cast(0 as decimal(7,2)) as profit,
  wr_return_amt as return_amt,
  wr_net_loss as net_loss
  from web_returns left outer join web_sales on
  ( wr_item_sk = ws_item_sk
  and wr_order_number = ws_order_number)
  ) salesreturns,
  date_dim,
  web_site
  where date_sk = d_date_sk
  and d_date between cast('2002-08-27' as date)
  and (cast('2002-08-27' as date) + interval '14 days')
  and wsr_web_site_sk = web_site_sk
  group by web_site_id)
  select channel
  , id
  , sum(sales) as sales
  , sum(returns) as returns
  , sum(profit) as profit
  from
  (select 'store channel' as channel
  , 'store' || s_store_id as id
  , sales
  , returns
  , (profit - profit_loss) as profit
  from  ssr
  union all
  select 'catalog channel' as channel
  , 'catalog_page' || cp_catalog_page_id as id
  , sales
  , returns
  , (profit - profit_loss) as profit
  from csr
  union all
  select 'web channel' as channel
  , 'web_site' || web_site_id as id
  , sales
  , returns
  , (profit - profit_loss) as profit
  from  wsr
  ) x
  group by rollup (channel, id)
  order by channel
  ,id
  limit 100;",01b25041-0002-167e-0000-0051ba8730b1,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:09:02.242-08:00,2024-02-12T18:09:13.551-08:00,11309,490575018269,100,1068,10241,0,0,0,0,,,0,,,0,0.000165,0,8.5.2,0,0,0,0,0,FALSE,4c7a361c61cecbeb31cb27fbc41818b5,2,4c7a361c61cecbeb31cb27fbc41818b5,1
5394,query61,"select /* { ""query"":""query61"",""streamId"":0,""querySequence"":97 } */ promotions,total,cast(promotions as decimal(15,4))/cast(total as decimal(15,4))*100
 from
  (select sum(ss_ext_sales_price) promotions
  from store_sales
  ,store
  ,promotion
  ,date_dim
  ,customer
  ,customer_address
  ,item
  where ss_sold_date_sk = d_date_sk
  and  ss_store_sk = s_store_sk
  and  ss_promo_sk = p_promo_sk
  and  ss_customer_sk= c_customer_sk
  and  ca_address_sk = c_current_addr_sk
  and  ss_item_sk = i_item_sk
  and  ca_gmt_offset = -7
  and  i_category = 'Jewelry'
  and  (p_channel_dmail = 'Y' or p_channel_email = 'Y' or p_channel_tv = 'Y')
  and  s_gmt_offset = -7
  and  d_year = 2001
  and  d_moy = 11) promotional_sales,
  (select sum(ss_ext_sales_price) total
  from store_sales
  ,store
  ,date_dim
  ,customer
  ,customer_address
  ,item
  where ss_sold_date_sk = d_date_sk
  and  ss_store_sk = s_store_sk
  and  ss_customer_sk= c_customer_sk
  and  ca_address_sk = c_current_addr_sk
  and  ss_item_sk = i_item_sk
  and  ca_gmt_offset = -7
  and  i_category = 'Jewelry'
  and  s_gmt_offset = -7
  and  d_year = 2001
  and  d_moy = 11) all_sales
 order by promotions, total
 limit 100;",01b25040-0002-16d0-0000-0051ba87a099,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:08:56.507-08:00,2024-02-12T18:09:01.901-08:00,5394,83983337604,1,1134,4260,0,0,0,0,,,0,,,0,0.000176,0,8.5.2,0,0,0,0,0,FALSE,988522bb29a29f4a5af332830938d56e,2,32e2aa42f7c6a6c4461c1c362eb100f7,1
2616,query83,"with /* { ""query"":""query83"",""streamId"":0,""querySequence"":96 } */ sr_items as
  (select i_item_id item_id,
  sum(sr_return_quantity) sr_item_qty
  from store_returns,
  item,
  date_dim
  where sr_item_sk = i_item_sk
  and  d_date in
  (select d_date
  from date_dim
  where d_week_seq in
   (select d_week_seq
   from date_dim
   where d_date in ('2001-05-15','2001-08-10','2001-11-07')))
  and  sr_returned_date_sk  = d_date_sk
  group by i_item_id),
  cr_items as
  (select i_item_id item_id,
  sum(cr_return_quantity) cr_item_qty
  from catalog_returns,
  item,
  date_dim
  where cr_item_sk = i_item_sk
  and  d_date in
  (select d_date
  from date_dim
  where d_week_seq in
   (select d_week_seq
   from date_dim
   where d_date in ('2001-05-15','2001-08-10','2001-11-07')))
  and  cr_returned_date_sk  = d_date_sk
  group by i_item_id),
  wr_items as
  (select i_item_id item_id,
  sum(wr_return_quantity) wr_item_qty
  from web_returns,
  item,
  date_dim
  where wr_item_sk = i_item_sk
  and  d_date in
  (select d_date
  from date_dim
  where d_week_seq in
   (select d_week_seq
   from date_dim
   where d_date in ('2001-05-15','2001-08-10','2001-11-07')))
  and  wr_returned_date_sk  = d_date_sk
  group by i_item_id)
  select sr_items.item_id
  ,sr_item_qty
  ,sr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 sr_dev
  ,cr_item_qty
  ,cr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 cr_dev
  ,wr_item_qty
  ,wr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 wr_dev
  ,(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 average
  from sr_items
  ,cr_items
  ,wr_items
  where sr_items.item_id=cr_items.item_id
  and sr_items.item_id=wr_items.item_id
  order by sr_items.item_id
  ,sr_item_qty
  limit 100;",01b25040-0002-167e-0000-0051ba8730ad,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:08:53.433-08:00,2024-02-12T18:08:56.049-08:00,2616,2738273053,100,507,2109,0,0,0,0,,,0,,,0,0.00008,0,8.5.2,0,0,0,0,0,FALSE,b84d6f3add5a1aaddc3526df73f39aee,2,b84d6f3add5a1aaddc3526df73f39aee,1
7127,query68,"select /* { ""query"":""query68"",""streamId"":0,""querySequence"":95 } */ c_last_name
  ,c_first_name
  ,ca_city
  ,bought_city
  ,ss_ticket_number
  ,extended_price
  ,extended_tax
  ,list_price
  from (select ss_ticket_number
  ,ss_customer_sk
  ,ca_city bought_city
  ,sum(ss_ext_sales_price) extended_price
  ,sum(ss_ext_list_price) list_price
  ,sum(ss_ext_tax) extended_tax
  from store_sales
  ,date_dim
  ,store
  ,household_demographics
  ,customer_address
  where store_sales.ss_sold_date_sk = date_dim.d_date_sk
  and store_sales.ss_store_sk = store.s_store_sk
  and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk
  and store_sales.ss_addr_sk = customer_address.ca_address_sk
  and date_dim.d_dom between 1 and 2
  and (household_demographics.hd_dep_count = 0 or
  household_demographics.hd_vehicle_count= -1)
  and date_dim.d_year in (2000,2000+1,2000+2)
  and store.s_city in ('Forest Hills','Dayton')
  group by ss_ticket_number
  ,ss_customer_sk
  ,ss_addr_sk,ca_city) dn
  ,customer
  ,customer_address current_addr
  where ss_customer_sk = c_customer_sk
  and customer.c_current_addr_sk = current_addr.ca_address_sk
  and current_addr.ca_city <> bought_city
  order by c_last_name
  ,ss_ticket_number
  limit 100;",01b25040-0002-15be-0000-0051ba874091,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:08:45.932-08:00,2024-02-12T18:08:53.059-08:00,7127,52117385247,100,633,6494,0,0,0,0,,,0,,,0,0.000099,0,8.5.2,0,0,0,0,0,FALSE,164041d39823f3c93af6bf18abb3dcfb,2,1b65a33e30d497764b403183461d6b24,1
7758,query99,"select /* { ""query"":""query99"",""streamId"":0,""querySequence"":94 } */
  substr(w_warehouse_name,1,20)
  ,sm_type
  ,cc_name
  ,sum(case when (cs_ship_date_sk - cs_sold_date_sk <= 30 ) then 1 else 0 end) as ""30 days""
  ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 30) and
  (cs_ship_date_sk - cs_sold_date_sk <= 60) then 1 else 0 end ) as ""31-60 days""
  ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 60) and
  (cs_ship_date_sk - cs_sold_date_sk <= 90) then 1 else 0 end) as ""61-90 days""
  ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 90) and
  (cs_ship_date_sk - cs_sold_date_sk <= 120) then 1 else 0 end) as ""91-120 days""
  ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 120) then 1 else 0 end) as "">120 days""
 from
  catalog_sales
  ,warehouse
  ,ship_mode
  ,call_center
  ,date_dim
 where
  d_month_seq between 1208 and 1208 + 11
 and cs_ship_date_sk  = d_date_sk
 and cs_warehouse_sk  = w_warehouse_sk
 and cs_ship_mode_sk  = sm_ship_mode_sk
 and cs_call_center_sk = cc_call_center_sk
 group by
  substr(w_warehouse_name,1,20)
  ,sm_type
  ,cc_name
 order by substr(w_warehouse_name,1,20)
  ,sm_type
  ,cc_name
 limit 100;",01b25040-0002-16d0-0000-0051ba87a095,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:08:37.866-08:00,2024-02-12T18:08:45.624-08:00,7758,223061415052,100,837,6921,0,0,0,0,,,0,,,0,0.000131,0,8.5.2,0,0,0,0,0,FALSE,a412f33892ca3df5c8c22fb6349508b0,2,a412f33892ca3df5c8c22fb6349508b0,1
48271,query04,"with /* { ""query"":""query04"",""streamId"":0,""querySequence"":93 } */ year_total as (
  select c_customer_id customer_id
  ,c_first_name customer_first_name
  ,c_last_name customer_last_name
  ,c_preferred_cust_flag customer_preferred_cust_flag
  ,c_birth_country customer_birth_country
  ,c_login customer_login
  ,c_email_address customer_email_address
  ,d_year dyear
  ,sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total
  ,'s' sale_type
  from customer
  ,store_sales
  ,date_dim
  where c_customer_sk = ss_customer_sk
  and ss_sold_date_sk = d_date_sk
  group by c_customer_id
  ,c_first_name
  ,c_last_name
  ,c_preferred_cust_flag
  ,c_birth_country
  ,c_login
  ,c_email_address
  ,d_year
  union all
  select c_customer_id customer_id
  ,c_first_name customer_first_name
  ,c_last_name customer_last_name
  ,c_preferred_cust_flag customer_preferred_cust_flag
  ,c_birth_country customer_birth_country
  ,c_login customer_login
  ,c_email_address customer_email_address
  ,d_year dyear
  ,sum((((cs_ext_list_price-cs_ext_wholesale_cost-cs_ext_discount_amt)+cs_ext_sales_price)/2) ) year_total
  ,'c' sale_type
  from customer
  ,catalog_sales
  ,date_dim
  where c_customer_sk = cs_bill_customer_sk
  and cs_sold_date_sk = d_date_sk
  group by c_customer_id
  ,c_first_name
  ,c_last_name
  ,c_preferred_cust_flag
  ,c_birth_country
  ,c_login
  ,c_email_address
  ,d_year
 union all
  select c_customer_id customer_id
  ,c_first_name customer_first_name
  ,c_last_name customer_last_name
  ,c_preferred_cust_flag customer_preferred_cust_flag
  ,c_birth_country customer_birth_country
  ,c_login customer_login
  ,c_email_address customer_email_address
  ,d_year dyear
  ,sum((((ws_ext_list_price-ws_ext_wholesale_cost-ws_ext_discount_amt)+ws_ext_sales_price)/2) ) year_total
  ,'w' sale_type
  from customer
  ,web_sales
  ,date_dim
  where c_customer_sk = ws_bill_customer_sk
  and ws_sold_date_sk = d_date_sk
  group by c_customer_id
  ,c_first_name
  ,c_last_name
  ,c_preferred_cust_flag
  ,c_birth_country
  ,c_login
  ,c_email_address
  ,d_year
  )
  select
  t_s_secyear.customer_id
  ,t_s_secyear.customer_first_name
  ,t_s_secyear.customer_last_name
  ,t_s_secyear.customer_login
  from year_total t_s_firstyear
  ,year_total t_s_secyear
  ,year_total t_c_firstyear
  ,year_total t_c_secyear
  ,year_total t_w_firstyear
  ,year_total t_w_secyear
  where t_s_secyear.customer_id = t_s_firstyear.customer_id
  and t_s_firstyear.customer_id = t_c_secyear.customer_id
  and t_s_firstyear.customer_id = t_c_firstyear.customer_id
  and t_s_firstyear.customer_id = t_w_firstyear.customer_id
  and t_s_firstyear.customer_id = t_w_secyear.customer_id
  and t_s_firstyear.sale_type = 's'
  and t_c_firstyear.sale_type = 'c'
  and t_w_firstyear.sale_type = 'w'
  and t_s_secyear.sale_type = 's'
  and t_c_secyear.sale_type = 'c'
  and t_w_secyear.sale_type = 'w'
  and t_s_firstyear.dyear = 1999
  and t_s_secyear.dyear = 1999+1
  and t_c_firstyear.dyear = 1999
  and t_c_secyear.dyear = 1999+1
  and t_w_firstyear.dyear = 1999
  and t_w_secyear.dyear = 1999+1
  and t_s_firstyear.year_total > 0
  and t_c_firstyear.year_total > 0
  and t_w_firstyear.year_total > 0
  and case when t_c_firstyear.year_total > 0 then t_c_secyear.year_total / t_c_firstyear.year_total else null end
  > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else null end
  and case when t_c_firstyear.year_total > 0 then t_c_secyear.year_total / t_c_firstyear.year_total else null end
  > case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else null end
  order by t_s_secyear.customer_id
  ,t_s_secyear.customer_first_name
  ,t_s_secyear.customer_last_name
  ,t_s_secyear.customer_login
 limit 100;",01b2503f-0002-15be-0000-0051ba874089,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:07:47.737-08:00,2024-02-12T18:08:36.008-08:00,48271,1045487361629,100,1083,47188,0,0,0,0,,,0,,,0,0.000168,0,8.5.2,0,0,0,0,0,FALSE,02a69a0d649213602b629b1cd4d85158,2,f2f81c4a75e94be81c1438c8b5fa23da,1
22786,query24,"with /* { ""query"":""query24_p2"",""streamId"":0,""querySequence"":92 } */ ssales as
 (select c_last_name
  ,c_first_name
  ,s_store_name
  ,ca_state
  ,s_state
  ,i_color
  ,i_current_price
  ,i_manager_id
  ,i_units
  ,i_size
  ,sum(ss_sales_price) netpaid
 from store_sales
  ,store_returns
  ,store
  ,item
  ,customer
  ,customer_address
 where ss_ticket_number = sr_ticket_number
  and ss_item_sk = sr_item_sk
  and ss_customer_sk = c_customer_sk
  and ss_item_sk = i_item_sk
  and ss_store_sk = s_store_sk
  and c_current_addr_sk = ca_address_sk
  and c_birth_country <> upper(ca_country)
  and s_zip = ca_zip
  and s_market_id = 7
 group by c_last_name
  ,c_first_name
  ,s_store_name
  ,ca_state
  ,s_state
  ,i_color
  ,i_current_price
  ,i_manager_id
  ,i_units
  ,i_size)
 select c_last_name
  ,c_first_name
  ,s_store_name
  ,sum(netpaid) paid
 from ssales
 where i_color = 'maroon'
 group by c_last_name
  ,c_first_name
  ,s_store_name
 having sum(netpaid) > (select 0.05*avg(netpaid)
  from ssales)
 order by c_last_name
  ,c_first_name
  ,s_store_name
 ;",01b2503f-0002-0e20-0000-0051ba879091,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:07:24.528-08:00,2024-02-12T18:07:47.314-08:00,22786,2759670189759,834,1566,21220,0,0,0,0,,,0,,,0,0.000241,0,8.5.2,0,0,0,0,0,FALSE,4c6b944a8781a0d03966afaa39f191be,2,f99b3e31e90bcdb9ee4fc12cd0cdd6a3,1
25248,query24,"with /* { ""query"":""query24_p1"",""streamId"":0,""querySequence"":92 } */ ssales as
 (select c_last_name
  ,c_first_name
  ,s_store_name
  ,ca_state
  ,s_state
  ,i_color
  ,i_current_price
  ,i_manager_id
  ,i_units
  ,i_size
  ,sum(ss_sales_price) netpaid
 from store_sales
  ,store_returns
  ,store
  ,item
  ,customer
  ,customer_address
 where ss_ticket_number = sr_ticket_number
  and ss_item_sk = sr_item_sk
  and ss_customer_sk = c_customer_sk
  and ss_item_sk = i_item_sk
  and ss_store_sk = s_store_sk
  and c_current_addr_sk = ca_address_sk
  and c_birth_country <> upper(ca_country)
  and s_zip = ca_zip
 and s_market_id=7
 group by c_last_name
  ,c_first_name
  ,s_store_name
  ,ca_state
  ,s_state
  ,i_color
  ,i_current_price
  ,i_manager_id
  ,i_units
  ,i_size)
 select c_last_name
  ,c_first_name
  ,s_store_name
  ,sum(netpaid) paid
 from ssales
 where i_color = 'mint'
 group by c_last_name
  ,c_first_name
  ,s_store_name
 having sum(netpaid) > (select 0.05*avg(netpaid)
  from ssales)
 order by c_last_name
  ,c_first_name
  ,s_store_name
 ;",01b2503e-0002-0e20-0000-0051ba87908d,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:06:58.884-08:00,2024-02-12T18:07:24.132-08:00,25248,2759670428098,831,1166,24082,0,0,0,0,,,0,,,0,0.000181,0,8.5.2,0,0,0,0,0,FALSE,7b61697174c00bb13a7787cac0e066c0,2,f99b3e31e90bcdb9ee4fc12cd0cdd6a3,1
9153,query13,"select /* { ""query"":""query13"",""streamId"":0,""querySequence"":91 } */ avg(ss_quantity)
  ,avg(ss_ext_sales_price)
  ,avg(ss_ext_wholesale_cost)
  ,sum(ss_ext_wholesale_cost)
  from store_sales
  ,store
  ,customer_demographics
  ,household_demographics
  ,customer_address
  ,date_dim
  where s_store_sk = ss_store_sk
  and ss_sold_date_sk = d_date_sk and d_year = 2001
  and((ss_hdemo_sk=hd_demo_sk
  and cd_demo_sk = ss_cdemo_sk
  and cd_marital_status = 'S'
  and cd_education_status = 'Primary'
  and ss_sales_price between 100.00 and 150.00
  and hd_dep_count = 3
  )or
  (ss_hdemo_sk=hd_demo_sk
  and cd_demo_sk = ss_cdemo_sk
  and cd_marital_status = 'M'
  and cd_education_status = 'College'
  and ss_sales_price between 50.00 and 100.00
  and hd_dep_count = 1
  ) or
  (ss_hdemo_sk=hd_demo_sk
  and cd_demo_sk = ss_cdemo_sk
  and cd_marital_status = 'D'
  and cd_education_status = 'Advanced Degree'
  and ss_sales_price between 150.00 and 200.00
  and hd_dep_count = 1
  ))
  and((ss_addr_sk = ca_address_sk
  and ca_country = 'United States'
  and ca_state in ('AZ', 'IA', 'AL')
  and ss_net_profit between 100 and 200
  ) or
  (ss_addr_sk = ca_address_sk
  and ca_country = 'United States'
  and ca_state in ('KY', 'TX', 'MT')
  and ss_net_profit between 150 and 300
  ) or
  (ss_addr_sk = ca_address_sk
  and ca_country = 'United States'
  and ca_state in ('MO', 'OR', 'NY')
  and ss_net_profit between 50 and 250
  ))
 ;",01b2503e-0002-167e-0000-0051ba873099,SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,351021785105,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-02-12T18:06:49.464-08:00,2024-02-12T18:06:58.617-08:00,9153,242021050508,1,1487,7666,0,0,0,0,,,0,,,0,0.000229,0,8.5.2,0,0,0,0,0,FALSE,806b2573f42e4211f999f3606150036b,2,998488dddd2eae17e62f960b842fb2e6,1
